GeoID,Tract,TotalPop,MalePopulation,FemalePop,Age65andOver,WhiteOnly,BlackOnly,AIANOnly,AsianOnly,AsianIndian,AsianChinese,AsianFilipino,AsianJapanese,AsianKorean,AsianVietnamese,NHPIOnly,OtherRaceOnly,TwoOrMoreRaces,HispanicPop,EligibleVote,PercentofEligible2019
53033029602,"Census Tract 296.02, King County, Washington",6293,3155,3138,667,4110,207,1,1281,555,27,162,26,104,116,11,225,458,579,4039,0.91
53033029700,"Census Tract 297, King County, Washington",7710,3488,4222,1449,4513,939,90,724,34,278,307,0,17,63,6,1084,354,1470,5076,0.67
53033029801,"Census Tract 298.01, King County, Washington",9802,4757,5045,916,5283,792,30,1084,186,117,328,23,76,25,519,1026,1068,1551,6163,0.66
53033029802,"Census Tract 298.02, King County, Washington",9316,4695,4621,1239,5328,452,124,1596,300,265,530,46,279,102,156,1076,584,1614,6246,0.76
53033029901,"Census Tract 299.01, King County, Washington",4533,2312,2221,513,3237,368,30,465,0,0,198,25,64,67,53,54,326,487,3110,0.7
53033029902,"Census Tract 299.02, King County, Washington",4821,2412,2409,759,3010,324,11,851,52,113,117,11,271,137,52,152,421,456,3447,0.91
53033030003,"Census Tract 300.03, King County, Washington",6524,3411,3113,1103,3483,942,13,422,0,44,187,79,46,55,53,821,790,1665,4075,0.73
53033030004,"Census Tract 300.04, King County, Washington",8888,4764,4124,513,2624,2447,0,754,2,98,469,9,15,51,690,1936,437,2379,4944,0.55
53033030005,"Census Tract 300.05, King County, Washington",5919,3084,2835,614,2461,474,12,741,103,5,223,0,52,156,20,1862,349,2596,3081,0.57
53033030006,"Census Tract 300.06, King County, Washington",3964,1916,2048,625,1633,832,59,541,0,45,114,21,273,33,93,613,193,1261,2352,0.53
53033030100,"Census Tract 301, King County, Washington",7568,3571,3997,1529,5194,862,211,406,42,77,0,96,176,0,132,150,613,612,5706,0.8
53033030201,"Census Tract 302.01, King County, Washington",5476,2736,2740,544,3265,506,82,495,31,54,140,31,126,37,124,550,454,1079,3454,0.7
53033030202,"Census Tract 302.02, King County, Washington",7240,3585,3655,1073,3871,1180,15,939,0,241,194,65,244,183,12,589,634,1390,4160,0.7
53033030304,"Census Tract 303.04, King County, Washington",4216,1777,2439,482,2211,798,0,792,0,50,165,0,477,77,23,152,240,768,2487,0.9
53033030305,"Census Tract 303.05, King County, Washington",4981,2280,2701,962,3359,666,26,674,5,173,18,15,333,130,0,48,208,622,3736,0.76
